sex,age,race,hispanic,educ,empstat,hrs_wk,income,deg_bachelors,deg_masters,deg_profession,deg_phd,i_female,i_black,i_white,i_hispanic,i_workforce,i_employed
Male,69,Other,Hispanic,14,Employed,15,31000,0,0,0,0,0,0,0,1,1,1
Female,27,Other,Hispanic,12,Employed,30,12000,0,0,0,0,1,0,0,1,1,1
Female,31,White,Non-Hispanic,16,Employed,45,52000,1,0,0,0,1,0,1,0,1,1
Female,63,Black,Non-Hispanic,12,Employed,40,43000,0,0,0,0,1,1,0,0,1,1
Male,72,Black,Non-Hispanic,12,Not in labor force,0,48000,0,0,0,0,0,1,0,0,0,0
Male,63,White,Non-Hispanic,12,Employed,40,110000,0,0,0,0,0,0,1,0,1,1
Female,72,White,Non-Hispanic,11,Not in labor force,0,23800,0,0,0,0,1,0,1,0,0,0
Male,74,White,Non-Hispanic,12,Employed,40,102000,0,0,0,0,0,0,1,0,1,1
Male,52,White,Non-Hispanic,16,Employed,50,164900,1,0,0,0,0,0,1,0,1,1
Female,42,Black,Non-Hispanic,11,Employed,35,21000,0,0,0,0,1,1,0,0,1,1
Male,55,White,Non-Hispanic,14,Unemployed,30,13800,0,0,0,0,0,0,1,0,1,0
Female,63,Other,Non-Hispanic,12,Employed,50,55000,0,0,0,0,1,0,0,0,1,1
Female,72,White,Non-Hispanic,13,Not in labor force,0,28500,0,0,0,0,1,0,1,0,0,0
Female,54,Other,Non-Hispanic,16,Not in labor force,20,1500,1,0,0,0,1,0,0,0,0,0
Female,67,White,Non-Hispanic,14,Not in labor force,0,12280,0,0,0,0,1,0,1,0,0,0
Female,26,White,Non-Hispanic,12,Not in labor force,40,20000,0,0,0,0,1,0,1,0,0,0
Female,59,White,Non-Hispanic,13,Not in labor force,0,5000,0,0,0,0,1,0,1,0,0,0
Male,43,White,Non-Hispanic,16,Employed,40,117000,1,0,0,0,0,0,1,0,1,1
Female,60,White,Non-Hispanic,17,Not in labor force,0,0,1,1,0,0,1,0,1,0,0,0
Male,73,White,Non-Hispanic,12,Not in labor force,0,36600,0,0,0,0,0,0,1,0,0,0
Female,63,Black,Non-Hispanic,12,Not in labor force,0,1000,0,0,0,0,1,1,0,0,0,0
Female,44,White,Non-Hispanic,17,Employed,27,20000,1,1,0,0,1,0,1,0,1,1
Female,40,Other,Non-Hispanic,11,Unemployed,0,8000,0,0,0,0,1,0,0,0,1,0
Female,76,Other,Non-Hispanic,16,Not in labor force,0,21400,1,0,0,0,1,0,0,0,0,0
Male,65,Other,Non-Hispanic,12,Not in labor force,0,11700,0,0,0,0,0,0,0,0,0,0
Female,57,White,Non-Hispanic,13,Employed,40,60000,0,0,0,0,1,0,1,0,1,1
Male,20,White,Non-Hispanic,13,Not in labor force,40,2500,0,0,0,0,0,0,1,0,0,0
Male,27,Other,Non-Hispanic,17,Employed,40,110000,1,1,0,0,0,0,0,0,1,1
Female,51,Other,Non-Hispanic,12,Employed,70,12000,0,0,0,0,1,0,0,0,1,1
Female,52,White,Non-Hispanic,13,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
Female,65,Other,Non-Hispanic,12,Not in labor force,0,40500,0,0,0,0,1,0,0,0,0,0
Male,71,Other,Hispanic,12,Employed,28,40500,0,0,0,0,0,0,0,1,1,1
Female,28,Other,Hispanic,16,Employed,32,32300,1,0,0,0,1,0,0,1,1,1
Female,79,White,Non-Hispanic,16,Not in labor force,0,106700,1,0,0,0,1,0,1,0,0,0
Female,82,White,Non-Hispanic,12,Not in labor force,0,31600,0,0,0,0,1,0,1,0,0,0
Female,18,White,Non-Hispanic,12,Employed,12,4000,0,0,0,0,1,0,1,0,1,1
Male,27,Other,Non-Hispanic,13,Employed,40,5000,0,0,0,0,0,0,0,0,1,1
Male,71,White,Non-Hispanic,17,Not in labor force,0,100500,1,1,0,0,0,0,1,0,0,0
Male,35,White,Non-Hispanic,12,Employed,40,56000,0,0,0,0,0,0,1,0,1,1
Female,52,White,Non-Hispanic,17,Employed,20,18000,1,0,0,1,1,0,1,0,1,1
Female,25,Black,Non-Hispanic,11,Not in labor force,0,0,0,0,0,0,1,1,0,0,0,0
Male,41,White,Non-Hispanic,16,Employed,40,42000,1,0,0,0,0,0,1,0,1,1
Male,60,White,Non-Hispanic,16,Employed,90,100000,1,0,0,0,0,0,1,0,1,1
Female,46,White,Non-Hispanic,12,Not in labor force,0,13200,0,0,0,0,1,0,1,0,0,0
Male,31,Other,Hispanic,14,Not in labor force,0,0,0,0,0,0,0,0,0,1,0,0
Female,36,Black,Non-Hispanic,13,Employed,40,39600,0,0,0,0,1,1,0,0,1,1
Male,31,White,Non-Hispanic,16,Employed,40,40000,1,0,0,0,0,0,1,0,1,1
Female,41,White,Non-Hispanic,14,Employed,40,35700,0,0,0,0,1,0,1,0,1,1
Male,89,Chinese,Non-Hispanic,17,Not in labor force,0,29000,1,0,0,1,0,0,0,0,0,0
Female,52,White,Non-Hispanic,17,Employed,50,300000,1,1,0,0,1,0,1,0,1,1
Male,69,White,Non-Hispanic,13,Not in labor force,0,30000,0,0,0,0,0,0,1,0,0,0
Male,60,White,Non-Hispanic,16,Not in labor force,32,92400,1,0,0,0,0,0,1,0,0,0
Female,61,White,Non-Hispanic,13,Employed,40,78000,0,0,0,0,1,0,1,0,1,1
Male,34,Other,Non-Hispanic,16,Employed,40,30600,1,0,0,0,0,0,0,0,1,1
Female,71,White,Non-Hispanic,12,Not in labor force,0,22500,0,0,0,0,1,0,1,0,0,0
Female,72,White,Non-Hispanic,12,Not in labor force,0,12600,0,0,0,0,1,0,1,0,0,0
Female,47,White,Non-Hispanic,17,Employed,40,76000,1,1,0,0,1,0,1,0,1,1
Male,25,Black,Non-Hispanic,12,Employed,45,55000,0,0,0,0,0,1,0,0,1,1
Male,41,Other,Non-Hispanic,12,Employed,40,94000,0,0,0,0,0,0,0,0,1,1
Female,73,White,Non-Hispanic,12,Not in labor force,0,2630,0,0,0,0,1,0,1,0,0,0
Female,70,Other,Hispanic,16,Not in labor force,0,-1900,1,0,0,0,1,0,0,1,0,0
Female,58,Black,Non-Hispanic,13,Employed,40,25000,0,0,0,0,1,1,0,0,1,1
Female,59,White,Non-Hispanic,12,Employed,40,75000,0,0,0,0,1,0,1,0,1,1
Male,19,White,Non-Hispanic,12,Employed,40,2900,0,0,0,0,0,0,1,0,1,1
Female,87,White,Non-Hispanic,,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
Female,58,Chinese,Non-Hispanic,,Employed,20,9300,0,0,0,0,1,0,0,0,1,1
Female,28,Other,Hispanic,17,Employed,40,95000,1,1,0,0,1,0,0,1,1,1
Female,18,Black,Non-Hispanic,12,Employed,30,8900,0,0,0,0,1,1,0,0,1,1
Female,53,Black,Non-Hispanic,,Not in labor force,0,5500,0,0,0,0,1,1,0,0,0,0
Female,40,Other,Hispanic,12,Employed,40,90000,0,0,0,0,1,0,0,1,1,1
Female,62,White,Non-Hispanic,16,Employed,50,166800,1,0,0,0,1,0,1,0,1,1
Male,18,White,Non-Hispanic,12,Employed,25,15000,0,0,0,0,0,0,1,0,1,1
Male,62,White,Non-Hispanic,17,Employed,30,9000,1,1,0,0,0,0,1,0,1,1
Male,49,Other,Hispanic,16,Employed,44,42000,1,0,0,0,0,0,0,1,1,1
Male,39,White,Non-Hispanic,16,Employed,48,80000,1,0,0,0,0,0,1,0,1,1
Female,60,White,Non-Hispanic,12,Not in labor force,0,119900,0,0,0,0,1,0,1,0,0,0
Male,40,White,Non-Hispanic,13,Employed,45,124500,0,0,0,0,0,0,1,0,1,1
Female,19,White,Non-Hispanic,12,Employed,10,6000,0,0,0,0,1,0,1,0,1,1
Male,74,White,Non-Hispanic,8,Not in labor force,0,12000,0,0,0,0,0,0,1,0,0,0
Male,31,White,Non-Hispanic,17,Employed,40,125000,1,0,0,1,0,0,1,0,1,1
Female,28,White,Hispanic,12,Employed,40,250,0,0,0,0,1,0,1,1,1,1
Female,60,White,Non-Hispanic,13,Employed,40,185000,0,0,0,0,1,0,1,0,1,1
Male,82,White,Non-Hispanic,12,Not in labor force,0,24000,0,0,0,0,0,0,1,0,0,0
Female,51,Other,Hispanic,12,Employed,40,28000,0,0,0,0,1,0,0,1,1,1
Female,30,White,Non-Hispanic,14,Employed,40,38200,0,0,0,0,1,0,1,0,1,1
Male,47,White,Non-Hispanic,13,Employed,35,29000,0,0,0,0,0,0,1,0,1,1
Male,77,White,Non-Hispanic,13,Not in labor force,0,0,0,0,0,0,0,0,1,0,0,0
Female,74,Black,Non-Hispanic,12,Not in labor force,0,24000,0,0,0,0,1,1,0,0,0,0
Female,37,Other,Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,0,1,0,0
Female,50,White,Non-Hispanic,12,Employed,40,50000,0,0,0,0,1,0,1,0,1,1
Male,18,Other,Non-Hispanic,12,Employed,20,12900,0,0,0,0,0,0,0,0,1,1
Male,38,White,Non-Hispanic,16,Employed,40,145000,1,0,0,0,0,0,1,0,1,1
Female,95,White,Non-Hispanic,12,Not in labor force,0,41000,0,0,0,0,1,0,1,0,0,0
Female,27,White,Non-Hispanic,16,Not in labor force,0,4000,1,0,0,0,1,0,1,0,0,0
Male,31,White,Non-Hispanic,13,Employed,40,60000,0,0,0,0,0,0,1,0,1,1
Male,38,Other,Hispanic,12,Employed,60,120000,0,0,0,0,0,0,0,1,1,1
Male,68,White,Non-Hispanic,16,Employed,50,93000,1,0,0,0,0,0,1,0,1,1
Female,72,White,Non-Hispanic,14,Not in labor force,0,15400,0,0,0,0,1,0,1,0,0,0
Female,34,White,Non-Hispanic,16,Employed,15,20000,1,0,0,0,1,0,1,0,1,1
Male,21,White,Non-Hispanic,12,Employed,40,31200,0,0,0,0,0,0,1,0,1,1
Male,19,Other,Hispanic,12,Unemployed,0,7000,0,0,0,0,0,0,0,1,1,0
Female,69,Other,Non-Hispanic,13,Not in labor force,0,1400,0,0,0,0,1,0,0,0,0,0
Female,63,White,Non-Hispanic,14,Not in labor force,0,37400,0,0,0,0,1,0,1,0,0,0
Female,37,White,Hispanic,14,Employed,45,80000,0,0,0,0,1,0,1,1,1,1
Female,64,Chinese,Non-Hispanic,16,Employed,42,95000,1,0,0,0,1,0,0,0,1,1
Female,66,Black,Non-Hispanic,13,Not in labor force,0,17400,0,0,0,0,1,1,0,0,0,0
Female,22,White,Non-Hispanic,12,Employed,15,12000,0,0,0,0,1,0,1,0,1,1
Female,52,White,Non-Hispanic,12,Employed,38,56600,0,0,0,0,1,0,1,0,1,1
Male,57,White,Non-Hispanic,12,Employed,40,52000,0,0,0,0,0,0,1,0,1,1
Male,51,Other,Hispanic,,Employed,40,52000,0,0,0,0,0,0,0,1,1,1
Male,69,White,Non-Hispanic,13,Not in labor force,0,3500,0,0,0,0,0,0,1,0,0,0
Female,33,Other,Hispanic,12,Employed,40,28000,0,0,0,0,1,0,0,1,1,1
Male,61,Black,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,0,1,0,0,0,0
Female,63,White,Non-Hispanic,14,Not in labor force,0,8000,0,0,0,0,1,0,1,0,0,0
Female,61,White,Non-Hispanic,,Not in labor force,0,16500,0,0,0,0,1,0,1,0,0,0
Male,74,Other,Hispanic,10,Employed,20,15600,0,0,0,0,0,0,0,1,1,1
Female,60,Chinese,Non-Hispanic,17,Employed,40,62520,1,1,0,0,1,0,0,0,1,1
Female,44,White,Non-Hispanic,17,Employed,25,31000,1,1,0,0,1,0,1,0,1,1
Female,35,White,Non-Hispanic,16,Employed,40,150000,1,0,0,0,1,0,1,0,1,1
Female,71,White,Non-Hispanic,17,Not in labor force,16,117000,1,1,0,0,1,0,1,0,0,0
Male,74,White,Non-Hispanic,13,Not in labor force,0,19500,0,0,0,0,0,0,1,0,0,0
Female,73,White,Non-Hispanic,12,Not in labor force,0,10400,0,0,0,0,1,0,1,0,0,0
Male,57,Other,Non-Hispanic,17,Employed,40,60000,1,1,0,0,0,0,0,0,1,1
Female,51,Other,Hispanic,,Not in labor force,0,13600,0,0,0,0,1,0,0,1,0,0
Male,82,White,Non-Hispanic,17,Not in labor force,0,85600,1,0,0,1,0,0,1,0,0,0
Male,80,Other,Non-Hispanic,16,Not in labor force,0,2300,1,0,0,0,0,0,0,0,0,0
Male,24,Other,Non-Hispanic,13,Not in labor force,0,0,0,0,0,0,0,0,0,0,0,0
Female,69,White,Non-Hispanic,12,Not in labor force,0,46000,0,0,0,0,1,0,1,0,0,0
Female,86,White,Non-Hispanic,17,Not in labor force,0,127200,1,0,0,1,1,0,1,0,0,0
Male,33,White,Non-Hispanic,14,Employed,40,56000,0,0,0,0,0,0,1,0,1,1
Male,70,White,Non-Hispanic,12,Not in labor force,0,12200,0,0,0,0,0,0,1,0,0,0
Male,24,White,Non-Hispanic,13,Employed,45,49000,0,0,0,0,0,0,1,0,1,1
Male,61,White,Non-Hispanic,16,Employed,55,689150,1,0,0,0,0,0,1,0,1,1
Male,78,Chinese,Non-Hispanic,9,Not in labor force,0,12000,0,0,0,0,0,0,0,0,0,0
Female,46,White,Non-Hispanic,17,Employed,16,25000,1,1,0,0,1,0,1,0,1,1
Female,70,Black,Non-Hispanic,9,Not in labor force,0,33000,0,0,0,0,1,1,0,0,0,0
Female,33,AIAN,Non-Hispanic,12,Unemployed,7,1840,0,0,0,0,1,0,0,0,1,0
Male,68,White,Non-Hispanic,12,Not in labor force,0,22000,0,0,0,0,0,0,1,0,0,0
Female,30,White,Non-Hispanic,13,Employed,40,30000,0,0,0,0,1,0,1,0,1,1
Male,36,Other,Hispanic,12,Employed,30,30000,0,0,0,0,0,0,0,1,1,1
Female,71,Japanese,Non-Hispanic,13,Not in labor force,0,30000,0,0,0,0,1,0,0,0,0,0
Male,71,White,Non-Hispanic,12,Not in labor force,0,1500,0,0,0,0,0,0,1,0,0,0
Female,75,White,Non-Hispanic,16,Not in labor force,0,49400,1,0,0,0,1,0,1,0,0,0
Male,19,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,0,0,1,0,0,0
Female,69,White,Non-Hispanic,12,Not in labor force,0,15800,0,0,0,0,1,0,1,0,0,0
Female,65,Other,Hispanic,8,Not in labor force,25,810,0,0,0,0,1,0,0,1,0,0
Male,55,Chinese,Non-Hispanic,12,Employed,40,60000,0,0,0,0,0,0,0,0,1,1
Female,31,White,Non-Hispanic,,Employed,30,31000,0,0,0,0,1,0,1,0,1,1
Female,67,White,Non-Hispanic,13,Not in labor force,0,48600,0,0,0,0,1,0,1,0,0,0
Female,45,White,Non-Hispanic,13,Employed,40,41000,0,0,0,0,1,0,1,0,1,1
Male,24,AIAN,Hispanic,16,Employed,15,15000,1,0,0,0,0,0,0,1,1,1
Female,27,White,Non-Hispanic,14,Employed,15,2500,0,0,0,0,1,0,1,0,1,1
Female,24,Other,Hispanic,12,Employed,48,21000,0,0,0,0,1,0,0,1,1,1
Female,35,White,Non-Hispanic,16,Employed,40,14000,1,0,0,0,1,0,1,0,1,1
Male,27,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,0,0,1,0,0,0
Male,19,White,Non-Hispanic,12,Employed,40,12500,0,0,0,0,0,0,1,0,1,1
Male,63,Other,Non-Hispanic,17,Employed,20,20000,1,1,0,0,0,0,0,0,1,1
Female,29,White,Non-Hispanic,12,Employed,30,12000,0,0,0,0,1,0,1,0,1,1
Female,45,White,Non-Hispanic,12,Not in labor force,25,500,0,0,0,0,1,0,1,0,0,0
Female,55,White,Non-Hispanic,17,Employed,40,85000,1,1,0,0,1,0,1,0,1,1
Male,22,White,Non-Hispanic,12,Employed,15,4000,0,0,0,0,0,0,1,0,1,1
Male,83,White,Non-Hispanic,17,Not in labor force,0,66300,1,1,0,0,0,0,1,0,0,0
Female,67,White,Non-Hispanic,13,Not in labor force,0,7200,0,0,0,0,1,0,1,0,0,0
Female,65,White,Non-Hispanic,12,Employed,40,118300,0,0,0,0,1,0,1,0,1,1
Male,52,White,Non-Hispanic,12,Employed,40,60000,0,0,0,0,0,0,1,0,1,1
Male,41,White,Non-Hispanic,16,Employed,40,110200,1,0,0,0,0,0,1,0,1,1
Male,21,White,Non-Hispanic,13,Employed,25,4500,0,0,0,0,0,0,1,0,1,1
Male,66,White,Non-Hispanic,12,Employed,35,23400,0,0,0,0,0,0,1,0,1,1
Male,72,White,Non-Hispanic,14,Not in labor force,0,22200,0,0,0,0,0,0,1,0,0,0
Male,73,White,Non-Hispanic,12,Not in labor force,0,47400,0,0,0,0,0,0,1,0,0,0
Male,19,Other,Non-Hispanic,13,Not in labor force,0,0,0,0,0,0,0,0,0,0,0,0
Female,70,White,Non-Hispanic,11,Not in labor force,0,19800,0,0,0,0,1,0,1,0,0,0
Female,37,White,Hispanic,12,Employed,38,40500,0,0,0,0,1,0,1,1,1,1
Female,34,White,Non-Hispanic,12,Not in labor force,0,14400,0,0,0,0,1,0,1,0,0,0
Female,64,Other,Hispanic,16,Employed,50,266400,1,0,0,0,1,0,0,1,1,1
Male,34,Black,Non-Hispanic,,Not in labor force,0,0,0,0,0,0,0,1,0,0,0,0
Male,24,White,Non-Hispanic,14,Employed,52,30000,0,0,0,0,0,0,1,0,1,1
Male,60,Other,Non-Hispanic,16,Employed,40,370000,1,0,0,0,0,0,0,0,1,1
Female,25,White,Non-Hispanic,16,Employed,40,33000,1,0,0,0,1,0,1,0,1,1
Female,46,Other,Non-Hispanic,13,Employed,40,27900,0,0,0,0,1,0,0,0,1,1
Female,60,White,Non-Hispanic,14,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
Female,62,Other,Non-Hispanic,11,Not in labor force,0,0,0,0,0,0,1,0,0,0,0,0
Female,60,Black,Non-Hispanic,,Employed,30,30000,0,0,0,0,1,1,0,0,1,1
Male,51,Other,Hispanic,11,Not in labor force,0,0,0,0,0,0,0,0,0,1,0,0
Male,48,White,Non-Hispanic,17,Employed,40,151000,1,1,0,0,0,0,1,0,1,1
Female,25,White,Non-Hispanic,14,Employed,25,4000,0,0,0,0,1,0,1,0,1,1
Female,87,White,Non-Hispanic,12,Not in labor force,0,34900,0,0,0,0,1,0,1,0,0,0
Male,69,White,Non-Hispanic,12,Not in labor force,0,42200,0,0,0,0,0,0,1,0,0,0
Female,46,White,Non-Hispanic,17,Employed,40,45000,1,1,0,0,1,0,1,0,1,1
Female,29,White,Non-Hispanic,12,Employed,50,26000,0,0,0,0,1,0,1,0,1,1
Female,66,White,Non-Hispanic,12,Not in labor force,0,17000,0,0,0,0,1,0,1,0,0,0
Female,65,White,Non-Hispanic,16,Not in labor force,32,83400,1,0,0,0,1,0,1,0,0,0
Male,93,White,Non-Hispanic,17,Not in labor force,0,100500,1,1,0,0,0,0,1,0,0,0
Female,26,White,Non-Hispanic,16,Employed,40,24200,1,0,0,0,1,0,1,0,1,1
Male,23,Other,Hispanic,13,Employed,35,28000,0,0,0,0,0,0,0,1,1,1
Female,45,White,Non-Hispanic,12,Employed,25,40400,0,0,0,0,1,0,1,0,1,1
Female,24,Black,Non-Hispanic,16,Employed,8,15000,1,0,0,0,1,1,0,0,1,1
Male,70,White,Non-Hispanic,12,Not in labor force,0,57500,0,0,0,0,0,0,1,0,0,0
Female,19,White,Hispanic,12,Unemployed,0,0,0,0,0,0,1,0,1,1,1,0
Male,51,White,Non-Hispanic,13,Unemployed,0,0,0,0,0,0,0,0,1,0,1,0
Female,81,White,Non-Hispanic,12,Not in labor force,0,7200,0,0,0,0,1,0,1,0,0,0
Female,63,Other,Hispanic,16,Employed,43,120000,1,0,0,0,1,0,0,1,1,1
Female,20,White,Non-Hispanic,12,Employed,30,20000,0,0,0,0,1,0,1,0,1,1
Female,77,White,Non-Hispanic,16,Not in labor force,0,45300,1,0,0,0,1,0,1,0,0,0
Female,68,Other,Hispanic,8,Employed,40,37800,0,0,0,0,1,0,0,1,1,1
Male,32,White,Non-Hispanic,13,Employed,45,55000,0,0,0,0,0,0,1,0,1,1
Female,43,White,Non-Hispanic,12,Employed,50,113150,0,0,0,0,1,0,1,0,1,1
Female,55,Other,Hispanic,12,Employed,40,20800,0,0,0,0,1,0,0,1,1,1
Female,72,White,Non-Hispanic,13,Employed,25,28700,0,0,0,0,1,0,1,0,1,1
Male,64,Other,Hispanic,12,Employed,40,33920,0,0,0,0,0,0,0,1,1,1
Female,41,White,Non-Hispanic,12,Not in labor force,40,4000,0,0,0,0,1,0,1,0,0,0
Male,77,White,Non-Hispanic,17,Not in labor force,0,82500,1,1,0,0,0,0,1,0,0,0
Male,58,Other,Non-Hispanic,12,Employed,28,7500,0,0,0,0,0,0,0,0,1,1
Female,94,White,Non-Hispanic,12,Not in labor force,0,47000,0,0,0,0,1,0,1,0,0,0
Male,32,AIAN,Non-Hispanic,16,Employed,80,90000,1,0,0,0,0,0,0,0,1,1
Female,75,Black,Non-Hispanic,12,Not in labor force,0,13100,0,0,0,0,1,1,0,0,0,0
Female,80,White,Non-Hispanic,13,Not in labor force,0,21400,0,0,0,0,1,0,1,0,0,0
Female,23,Black,Non-Hispanic,13,Not in labor force,0,0,0,0,0,0,1,1,0,0,0,0
Male,94,White,Non-Hispanic,16,Not in labor force,0,35300,1,0,0,0,0,0,1,0,0,0
Male,69,White,Non-Hispanic,10,Not in labor force,0,24500,0,0,0,0,0,0,1,0,0,0
Male,38,White,Hispanic,13,Employed,40,250000,0,0,0,0,0,0,1,1,1,1
Male,37,Other,Hispanic,12,Employed,40,70000,0,0,0,0,0,0,0,1,1,1
Male,34,White,Hispanic,8,Employed,60,50000,0,0,0,0,0,0,1,1,1,1
Male,39,White,Non-Hispanic,14,Employed,40,30000,0,0,0,0,0,0,1,0,1,1
Female,72,Japanese,Non-Hispanic,12,Not in labor force,0,9200,0,0,0,0,1,0,0,0,0,0
Female,62,Other,Non-Hispanic,12,Not in labor force,0,270,0,0,0,0,1,0,0,0,0,0
Female,37,White,Non-Hispanic,14,Unemployed,0,0,0,0,0,0,1,0,1,0,1,0
Female,22,Black,Non-Hispanic,12,Unemployed,40,32000,0,0,0,0,1,1,0,0,1,0
Female,64,White,Non-Hispanic,12,Not in labor force,0,52000,0,0,0,0,1,0,1,0,0,0
Male,63,White,Non-Hispanic,16,Employed,40,90000,1,0,0,0,0,0,1,0,1,1
Female,32,White,Non-Hispanic,16,Employed,40,90000,1,0,0,0,1,0,1,0,1,1
Female,94,White,Non-Hispanic,12,Not in labor force,0,9800,0,0,0,0,1,0,1,0,0,0
Female,69,White,Non-Hispanic,13,Employed,6,25100,0,0,0,0,1,0,1,0,1,1
Female,46,Black,Non-Hispanic,16,Employed,40,48000,1,0,0,0,1,1,0,0,1,1
Male,51,Other,Hispanic,16,Employed,50,180000,1,0,0,0,0,0,0,1,1,1
Female,47,Other,Hispanic,12,Employed,30,18000,0,0,0,0,1,0,0,1,1,1
Female,63,White,Non-Hispanic,13,Not in labor force,0,33000,0,0,0,0,1,0,1,0,0,0
Male,75,White,Non-Hispanic,17,Not in labor force,0,0,1,1,0,0,0,0,1,0,0,0
Male,39,White,Non-Hispanic,8,Employed,45,50000,0,0,0,0,0,0,1,0,1,1
Male,64,White,Non-Hispanic,16,Employed,30,25000,1,0,0,0,0,0,1,0,1,1
Female,47,White,Non-Hispanic,17,Employed,48,62000,1,1,0,0,1,0,1,0,1,1
Female,62,White,Non-Hispanic,12,Employed,35,24000,0,0,0,0,1,0,1,0,1,1
Female,40,White,Non-Hispanic,12,Employed,30,22000,0,0,0,0,1,0,1,0,1,1
Female,18,White,Non-Hispanic,12,Not in labor force,20,5000,0,0,0,0,1,0,1,0,0,0
Female,29,White,Non-Hispanic,16,Employed,3,5000,1,0,0,0,1,0,1,0,1,1
Male,47,White,Hispanic,12,Employed,52,24000,0,0,0,0,0,0,1,1,1,1
Male,61,Black,Non-Hispanic,16,Not in labor force,0,6000,1,0,0,0,0,1,0,0,0,0
Male,18,White,Non-Hispanic,12,Employed,45,20000,0,0,0,0,0,0,1,0,1,1
Male,52,White,Non-Hispanic,17,Employed,40,235000,1,1,0,0,0,0,1,0,1,1
Female,80,White,Non-Hispanic,16,Not in labor force,0,1600,1,0,0,0,1,0,1,0,0,0
Female,60,Black,Non-Hispanic,12,Employed,40,64000,0,0,0,0,1,1,0,0,1,1
Female,58,White,Non-Hispanic,13,Employed,40,75000,0,0,0,0,1,0,1,0,1,1
Female,74,White,Non-Hispanic,14,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
Female,65,White,Non-Hispanic,12,Employed,40,54300,0,0,0,0,1,0,1,0,1,1
Male,40,White,Non-Hispanic,13,Employed,40,40000,0,0,0,0,0,0,1,0,1,1
Female,57,Other,Hispanic,13,Employed,20,12000,0,0,0,0,1,0,0,1,1,1
Female,26,Other,Hispanic,12,Employed,40,31000,0,0,0,0,1,0,0,1,1,1
Male,20,White,Non-Hispanic,13,Employed,50,48000,0,0,0,0,0,0,1,0,1,1
Male,56,White,Non-Hispanic,16,Employed,60,477080,1,0,0,0,0,0,1,0,1,1
Female,46,White,Non-Hispanic,12,Employed,40,12000,0,0,0,0,1,0,1,0,1,1
Male,43,White,Non-Hispanic,17,Employed,40,210000,1,1,0,0,0,0,1,0,1,1
Female,62,Black,Non-Hispanic,9,Not in labor force,0,2500,0,0,0,0,1,1,0,0,0,0
Female,56,Other,Hispanic,12,Not in labor force,5,20000,0,0,0,0,1,0,0,1,0,0
Female,47,Other,Hispanic,,Employed,35,20000,0,0,0,0,1,0,0,1,1,1
Female,65,White,Non-Hispanic,,Employed,40,52000,0,0,0,0,1,0,1,0,1,1
Female,32,White,Non-Hispanic,17,Employed,25,28800,1,1,0,0,1,0,1,0,1,1
Female,34,Other,Hispanic,16,Employed,50,60000,1,0,0,0,1,0,0,1,1,1
Male,66,Other,Non-Hispanic,14,Employed,70,50000,0,0,0,0,0,0,0,0,1,1
Male,39,AIAN,Non-Hispanic,13,Employed,50,58000,0,0,0,0,0,0,0,0,1,1
Female,20,Other,Non-Hispanic,12,Employed,20,12500,0,0,0,0,1,0,0,0,1,1
Female,72,White,Non-Hispanic,12,Not in labor force,0,20700,0,0,0,0,1,0,1,0,0,0
Female,25,White,Non-Hispanic,12,Employed,40,31000,0,0,0,0,1,0,1,0,1,1
Male,50,White,Non-Hispanic,13,Employed,40,140000,0,0,0,0,0,0,1,0,1,1
Female,35,Other,Hispanic,16,Employed,40,40000,1,0,0,0,1,0,0,1,1,1
Female,81,White,Non-Hispanic,12,Not in labor force,0,126000,0,0,0,0,1,0,1,0,0,0
Female,42,Black,Non-Hispanic,13,Employed,40,42000,0,0,0,0,1,1,0,0,1,1
Male,37,White,Non-Hispanic,13,Employed,40,77000,0,0,0,0,0,0,1,0,1,1
Female,39,White,Non-Hispanic,13,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
Male,34,White,Non-Hispanic,17,Employed,50,90000,1,1,0,0,0,0,1,0,1,1
Female,70,White,Non-Hispanic,12,Not in labor force,0,19400,0,0,0,0,1,0,1,0,0,0
Female,70,White,Non-Hispanic,16,Not in labor force,0,24000,1,0,0,0,1,0,1,0,0,0
Female,57,White,Non-Hispanic,13,Employed,40,39000,0,0,0,0,1,0,1,0,1,1
Female,31,White,Non-Hispanic,13,Employed,20,11000,0,0,0,0,1,0,1,0,1,1
Male,88,White,Non-Hispanic,12,Not in labor force,0,20400,0,0,0,0,0,0,1,0,0,0
Female,83,White,Non-Hispanic,16,Not in labor force,0,14700,1,0,0,0,1,0,1,0,0,0
Male,62,White,Non-Hispanic,12,Employed,18,108100,0,0,0,0,0,0,1,0,1,1
Female,21,Other,Non-Hispanic,13,Unemployed,0,150,0,0,0,0,1,0,0,0,1,0
Female,73,Other,Hispanic,11,Not in labor force,0,12200,0,0,0,0,1,0,0,1,0,0
Female,94,White,Non-Hispanic,16,Not in labor force,0,54400,1,0,0,0,1,0,1,0,0,0
